,concept:name,lifecycle:transition,org:resource,time:timestamp,RESOURCE,ROUND,EVENTID,ACTIVITY,STAGE,VIDEOSTART,VIDEOEND,case:concept:name,case:variant,case:variant-index,case:creator
127,Check catheter position,complete,R_14_1D,2018-10-12 00:21:00+11:00,R_14_1D,Pre,1539303848844,Check catheter position,Install Catheter,1315,1315,1539303857517-video_1.4_CVC,Variant 2,2,Fluxicon Disco
128,Prepare implements,start,R_13_1C,2019-01-16 01:00:00+11:00,R_13_1C,Post,1547682577856,Prepare implements,Operator and Patient Preparation,27,44,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
129,Prepare implements,complete,R_13_1C,2019-01-16 01:00:00+11:00,R_13_1C,Post,1547682577856,Prepare implements,Operator and Patient Preparation,27,44,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
130,Hand washing,start,R_13_1C,2019-01-16 01:00:00+11:00,R_13_1C,Post,1547682596532,Hand washing,Operator and Patient Preparation,45,51,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
131,Hand washing,complete,R_13_1C,2019-01-16 01:00:00+11:00,R_13_1C,Post,1547682596532,Hand washing,Operator and Patient Preparation,45,51,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
132,Get in sterile clothes,start,R_13_1C,2019-01-16 01:00:00+11:00,R_13_1C,Post,1547682603465,Get in sterile clothes,Operator and Patient Preparation,52,183,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
133,Get in sterile clothes,complete,R_13_1C,2019-01-16 01:03:00+11:00,R_13_1C,Post,1547682603465,Get in sterile clothes,Operator and Patient Preparation,52,183,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
134,Prepare implements,start,R_13_1C,2019-01-16 01:03:00+11:00,R_13_1C,Post,1547682728121,Prepare implements,Operator and Patient Preparation,190,316,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
135,Prepare implements,complete,R_13_1C,2019-01-16 01:05:00+11:00,R_13_1C,Post,1547682728121,Prepare implements,Operator and Patient Preparation,190,316,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
136,Clean puncture area,start,R_13_1C,2019-01-16 01:05:00+11:00,R_13_1C,Post,1547682855769,Clean puncture area,Operator and Patient Preparation,318,352,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
137,Clean puncture area,complete,R_13_1C,2019-01-16 01:05:00+11:00,R_13_1C,Post,1547682855769,Clean puncture area,Operator and Patient Preparation,318,352,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
138,Drap puncture area,start,R_13_1C,2019-01-16 01:05:00+11:00,R_13_1C,Post,1547682891273,Drap puncture area,Operator and Patient Preparation,354,395,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
139,Drap puncture area,complete,R_13_1C,2019-01-16 01:06:00+11:00,R_13_1C,Post,1547682891273,Drap puncture area,Operator and Patient Preparation,354,395,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
140,Prepare implements,start,R_13_1C,2019-01-16 01:06:00+11:00,R_13_1C,Post,1547682987655,Prepare implements,Operator and Patient Preparation,403,472,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
141,Prepare implements,complete,R_13_1C,2019-01-16 01:07:00+11:00,R_13_1C,Post,1547682987655,Prepare implements,Operator and Patient Preparation,403,472,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
142,Gel in probe,start,R_13_1C,2019-01-16 01:08:00+11:00,R_13_1C,Post,1547683087405,Gel in probe,Ultrasound Preparation,502,512,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
143,Gel in probe,complete,R_13_1C,2019-01-16 01:08:00+11:00,R_13_1C,Post,1547683087405,Gel in probe,Ultrasound Preparation,502,512,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
144,Cover probe,start,R_13_1C,2019-01-16 01:08:00+11:00,R_13_1C,Post,1547683106580,Cover probe,Ultrasound Preparation,521,555,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
145,Cover probe,complete,R_13_1C,2019-01-16 01:09:00+11:00,R_13_1C,Post,1547683106580,Cover probe,Ultrasound Preparation,521,555,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
146,Put sterile gel,start,R_13_1C,2019-01-16 01:09:00+11:00,R_13_1C,Post,1547683143500,Put sterile gel,Ultrasound Preparation,558,567,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
147,Put sterile gel,complete,R_13_1C,2019-01-16 01:09:00+11:00,R_13_1C,Post,1547683143500,Put sterile gel,Ultrasound Preparation,558,567,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
148,Position probe,start,R_13_1C,2019-01-16 01:09:00+11:00,R_13_1C,Post,1547683154371,Position probe,Ultrasound Preparation,569,580,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
149,Position probe,complete,R_13_1C,2019-01-16 01:09:00+11:00,R_13_1C,Post,1547683154371,Position probe,Ultrasound Preparation,569,580,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
150,Ultrasound configuration,start,R_13_1C,2019-01-17 01:09:00+11:00,R_13_1C,Post,1547683173429,Ultrasound configuration,Ultrasound Preparation,588,597,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
151,Ultrasound configuration,complete,R_13_1C,2019-01-17 01:09:00+11:00,R_13_1C,Post,1547683173429,Ultrasound configuration,Ultrasound Preparation,588,597,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
152,Anatomic identification,start,R_13_1C,2019-01-17 01:10:00+11:00,R_13_1C,Post,1547683259145,Anatomic identification,Locate Structures,627,627,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
153,Anatomic identification,complete,R_13_1C,2019-01-17 01:10:00+11:00,R_13_1C,Post,1547683259145,Anatomic identification,Locate Structures,627,627,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
154,Compression identification,start,R_13_1C,2019-01-17 01:10:00+11:00,R_13_1C,Post,1547683264480,Compression identification,Locate Structures,632,641,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
155,Compression identification,complete,R_13_1C,2019-01-17 01:10:00+11:00,R_13_1C,Post,1547683264480,Compression identification,Locate Structures,632,641,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
156,Doppler identification,start,R_13_1C,2019-01-17 01:11:00+11:00,R_13_1C,Post,1547683295910,Doppler identification,Locate Structures,664,685,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
157,Doppler identification,complete,R_13_1C,2019-01-17 01:11:00+11:00,R_13_1C,Post,1547683295910,Doppler identification,Locate Structures,664,685,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
158,Anesthetize,start,R_13_1C,2019-01-17 01:11:00+11:00,R_13_1C,Post,1547683332526,Anesthetize,Venous puncture,700,708,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
159,Anesthetize,complete,R_13_1C,2019-01-17 01:11:00+11:00,R_13_1C,Post,1547683332526,Anesthetize,Venous puncture,700,708,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
160,Prepare implements,start,R_13_1C,2019-01-17 01:12:00+11:00,R_13_1C,Post,1547683374058,Prepare implements,Operator and Patient Preparation,721,734,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
161,Prepare implements,complete,R_13_1C,2019-01-17 01:12:00+11:00,R_13_1C,Post,1547683374058,Prepare implements,Operator and Patient Preparation,721,734,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
162,Puncture,start,R_13_1C,2019-01-17 01:12:00+11:00,R_13_1C,Post,1547683389257,Puncture,Venous puncture,736,760,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
163,Puncture,complete,R_13_1C,2019-01-17 01:12:00+11:00,R_13_1C,Post,1547683389257,Puncture,Venous puncture,736,760,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
164,Blood return,start,R_13_1C,2019-01-17 01:12:00+11:00,R_13_1C,Post,1547683411401,Blood return,Venous puncture,758,766,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
165,Blood return,complete,R_13_1C,2019-01-17 01:12:00+11:00,R_13_1C,Post,1547683411401,Blood return,Venous puncture,758,766,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
166,Drop probe,start,R_13_1C,2019-01-17 01:12:00+11:00,R_13_1C,Post,1547683421367,Drop probe,Install Guidewire,768,768,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
167,Drop probe,complete,R_13_1C,2019-01-17 01:12:00+11:00,R_13_1C,Post,1547683421367,Drop probe,Install Guidewire,768,768,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
168,Remove syringe,start,R_13_1C,2019-01-17 01:13:00+11:00,R_13_1C,Post,1547683447649,Remove syringe,Install Guidewire,795,798,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
169,Remove syringe,complete,R_13_1C,2019-01-17 01:13:00+11:00,R_13_1C,Post,1547683447649,Remove syringe,Install Guidewire,795,798,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
170,Guidewire install,start,R_13_1C,2019-01-17 01:13:00+11:00,R_13_1C,Post,1547683452518,Guidewire install,Install Guidewire,799,820,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
171,Guidewire install,complete,R_13_1C,2019-01-17 01:13:00+11:00,R_13_1C,Post,1547683452518,Guidewire install,Install Guidewire,799,820,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
172,Remove trocar,start,R_13_1C,2019-01-17 01:13:00+11:00,R_13_1C,Post,1547683478077,Remove trocar,Install Guidewire,825,831,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
173,Remove trocar,complete,R_13_1C,2019-01-17 01:13:00+11:00,R_13_1C,Post,1547683478077,Remove trocar,Install Guidewire,825,831,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
174,Check wire in short axis,start,R_13_1C,2019-01-17 01:13:00+11:00,R_13_1C,Post,1547683581334,Check wire in short axis,Install Guidewire,832,837,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
175,Check wire in short axis,complete,R_13_1C,2019-01-17 01:13:00+11:00,R_13_1C,Post,1547683581334,Check wire in short axis,Install Guidewire,832,837,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
176,Check wire in long axis,start,R_13_1C,2019-01-17 01:14:00+11:00,R_13_1C,Post,1547683589070,Check wire in long axis,Install Guidewire,840,849,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
177,Check wire in long axis,complete,R_13_1C,2019-01-17 01:14:00+11:00,R_13_1C,Post,1547683589070,Check wire in long axis,Install Guidewire,840,849,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
178,Wire in good position,start,R_13_1C,2019-01-17 01:14:00+11:00,R_13_1C,Post,1547683599439,Wire in good position,Install Guidewire,850,850,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
179,Wire in good position,complete,R_13_1C,2019-01-17 01:14:00+11:00,R_13_1C,Post,1547683599439,Wire in good position,Install Guidewire,850,850,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
180,Advance catheter,start,R_13_1C,2019-01-17 01:14:00+11:00,R_13_1C,Post,1547683653792,Advance catheter,Install Catheter,862,900,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
181,Advance catheter,complete,R_13_1C,2019-01-17 01:15:00+11:00,R_13_1C,Post,1547683653792,Advance catheter,Install Catheter,862,900,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
182,Remove guidewire,start,R_13_1C,2019-01-17 01:15:00+11:00,R_13_1C,Post,1547683693060,Remove guidewire,Install Catheter,901,903,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
183,Remove guidewire,complete,R_13_1C,2019-01-17 01:15:00+11:00,R_13_1C,Post,1547683693060,Remove guidewire,Install Catheter,901,903,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
184,Check flow and reflow,start,R_13_1C,2019-01-17 01:15:00+11:00,R_13_1C,Post,1547683699364,Check flow and reflow,Install Catheter,907,915,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
185,Check flow and reflow,complete,R_13_1C,2019-01-17 01:15:00+11:00,R_13_1C,Post,1547683699364,Check flow and reflow,Install Catheter,907,915,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
186,Check catheter position,start,R_13_1C,2019-01-17 01:15:00+11:00,R_13_1C,Post,1547683712609,Check catheter position,Install Catheter,921,921,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
187,Check catheter position,complete,R_13_1C,2019-01-17 01:15:00+11:00,R_13_1C,Post,1547683712609,Check catheter position,Install Catheter,921,921,1547683734202-video_1.c_CVC,Variant 3,3,Fluxicon Disco
188,Prepare implements,start,R_14_1D,2019-01-17 01:00:00+11:00,R_14_1D,Post,1547721527931,Prepare implements,Operator and Patient Preparation,44,67,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
189,Prepare implements,complete,R_14_1D,2019-01-17 01:01:00+11:00,R_14_1D,Post,1547721527931,Prepare implements,Operator and Patient Preparation,44,67,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
190,Ultrasound configuration,start,R_14_1D,2019-01-17 01:01:00+11:00,R_14_1D,Post,1547721554703,Ultrasound configuration,Ultrasound Preparation,73,193,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
191,Anatomic identification,start,R_14_1D,2019-01-17 01:02:00+11:00,R_14_1D,Post,1547721689818,Anatomic identification,Locate Structures,171,171,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
192,Anatomic identification,complete,R_14_1D,2019-01-17 01:02:00+11:00,R_14_1D,Post,1547721689818,Anatomic identification,Locate Structures,171,171,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
193,Compression identification,start,R_14_1D,2019-01-17 01:02:00+11:00,R_14_1D,Post,1547721691007,Compression identification,Locate Structures,172,172,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
194,Compression identification,complete,R_14_1D,2019-01-17 01:02:00+11:00,R_14_1D,Post,1547721691007,Compression identification,Locate Structures,172,172,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
195,Ultrasound configuration,complete,R_14_1D,2019-01-17 01:03:00+11:00,R_14_1D,Post,1547721554703,Ultrasound configuration,Ultrasound Preparation,73,193,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
196,Doppler identification,start,R_14_1D,2019-01-17 01:03:00+11:00,R_14_1D,Post,1547721705769,Doppler identification,Locate Structures,186,207,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
197,Doppler identification,complete,R_14_1D,2019-01-17 01:03:00+11:00,R_14_1D,Post,1547721705769,Doppler identification,Locate Structures,186,207,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
198,Get in sterile clothes,start,R_14_1D,2019-01-17 01:03:00+11:00,R_14_1D,Post,1547721742483,Get in sterile clothes,Operator and Patient Preparation,223,249,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
199,Get in sterile clothes,complete,R_14_1D,2019-01-17 01:04:00+11:00,R_14_1D,Post,1547721742483,Get in sterile clothes,Operator and Patient Preparation,223,249,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
200,Hand washing,start,R_14_1D,2019-01-17 01:04:00+11:00,R_14_1D,Post,1547721770006,Hand washing,Operator and Patient Preparation,251,256,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
201,Hand washing,complete,R_14_1D,2019-01-17 01:04:00+11:00,R_14_1D,Post,1547721770006,Hand washing,Operator and Patient Preparation,251,256,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
202,Get in sterile clothes,start,R_14_1D,2019-01-17 01:04:00+11:00,R_14_1D,Post,1547721778121,Get in sterile clothes,Operator and Patient Preparation,259,377,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
203,Get in sterile clothes,complete,R_14_1D,2019-01-17 01:06:00+11:00,R_14_1D,Post,1547721778121,Get in sterile clothes,Operator and Patient Preparation,259,377,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
204,Prepare implements,start,R_14_1D,2019-01-17 01:06:00+11:00,R_14_1D,Post,1547721863853,Prepare implements,Operator and Patient Preparation,379,400,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
205,Prepare implements,complete,R_14_1D,2019-01-17 01:06:00+11:00,R_14_1D,Post,1547721863853,Prepare implements,Operator and Patient Preparation,379,400,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
206,Clean puncture area,start,R_14_1D,2019-01-17 01:06:00+11:00,R_14_1D,Post,1547721883577,Clean puncture area,Operator and Patient Preparation,402,412,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
207,Clean puncture area,complete,R_14_1D,2019-01-17 01:06:00+11:00,R_14_1D,Post,1547721883577,Clean puncture area,Operator and Patient Preparation,402,412,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
208,Drap puncture area,start,R_14_1D,2019-01-17 01:06:00+11:00,R_14_1D,Post,1547721896164,Drap puncture area,Operator and Patient Preparation,415,452,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
209,Drap puncture area,complete,R_14_1D,2019-01-17 01:07:00+11:00,R_14_1D,Post,1547721896164,Drap puncture area,Operator and Patient Preparation,415,452,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
210,Prepare implements,start,R_14_1D,2019-01-17 01:07:00+11:00,R_14_1D,Post,1547721936286,Prepare implements,Operator and Patient Preparation,455,500,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
211,Prepare implements,complete,R_14_1D,2019-01-17 01:08:00+11:00,R_14_1D,Post,1547721936286,Prepare implements,Operator and Patient Preparation,455,500,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
212,Gel in probe,start,R_14_1D,2019-01-17 01:08:00+11:00,R_14_1D,Post,1547721984199,Gel in probe,Ultrasound Preparation,503,509,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
213,Gel in probe,complete,R_14_1D,2019-01-17 01:08:00+11:00,R_14_1D,Post,1547721984199,Gel in probe,Ultrasound Preparation,503,509,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
214,Cover probe,start,R_14_1D,2019-01-17 01:08:00+11:00,R_14_1D,Post,1547721993333,Cover probe,Ultrasound Preparation,512,552,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
215,Cover probe,complete,R_14_1D,2019-01-17 01:09:00+11:00,R_14_1D,Post,1547721993333,Cover probe,Ultrasound Preparation,512,552,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
216,Prepare implements,start,R_14_1D,2019-01-17 01:09:00+11:00,R_14_1D,Post,1547722045593,Prepare implements,Operator and Patient Preparation,564,590,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
217,Prepare implements,complete,R_14_1D,2019-01-17 01:09:00+11:00,R_14_1D,Post,1547722045593,Prepare implements,Operator and Patient Preparation,564,590,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
218,Put sterile gel,start,R_14_1D,2019-01-17 01:09:00+11:00,R_14_1D,Post,1547722078335,Put sterile gel,Ultrasound Preparation,597,623,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
219,Put sterile gel,complete,R_14_1D,2019-01-17 01:10:00+11:00,R_14_1D,Post,1547722078335,Put sterile gel,Ultrasound Preparation,597,623,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
220,Anesthetize,start,R_14_1D,2019-01-17 01:10:00+11:00,R_14_1D,Post,1547722162625,Anesthetize,Venous puncture,625,632,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
221,Anesthetize,complete,R_14_1D,2019-01-17 01:10:00+11:00,R_14_1D,Post,1547722162625,Anesthetize,Venous puncture,625,632,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
222,Prepare implements,start,R_14_1D,2019-01-17 01:10:00+11:00,R_14_1D,Post,1547722173354,Prepare implements,Operator and Patient Preparation,636,688,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
223,Prepare implements,complete,R_14_1D,2019-01-17 01:11:00+11:00,R_14_1D,Post,1547722173354,Prepare implements,Operator and Patient Preparation,636,688,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
224,Position probe,start,R_14_1D,2019-01-17 01:11:00+11:00,R_14_1D,Post,1547722228639,Position probe,Ultrasound Preparation,691,701,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
225,Position probe,complete,R_14_1D,2019-01-17 01:11:00+11:00,R_14_1D,Post,1547722228639,Position probe,Ultrasound Preparation,691,701,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
226,Puncture,start,R_14_1D,2019-01-17 01:11:00+11:00,R_14_1D,Post,1547722242896,Puncture,Venous puncture,706,725,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
227,Puncture,complete,R_14_1D,2019-01-17 01:12:00+11:00,R_14_1D,Post,1547722242896,Puncture,Venous puncture,706,725,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
228,Blood return,start,R_14_1D,2019-01-17 01:12:00+11:00,R_14_1D,Post,1547722303490,Blood return,Venous puncture,725,726,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
229,Blood return,complete,R_14_1D,2019-01-17 01:12:00+11:00,R_14_1D,Post,1547722303490,Blood return,Venous puncture,725,726,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
230,Drop probe,start,R_14_1D,2019-01-17 01:12:00+11:00,R_14_1D,Post,1547722306001,Drop probe,Install Guidewire,728,728,1547722738650-video_1.d_CVC,Variant 4,4,Fluxicon Disco
